name,state,population,county_fips,is_county
St. Francis County,AR,23138,123,True
Ray County,MO,23122,177,True
Clarke County,AL,23058,025,True
"Hopewell city, Virginia County",VA,23046,670,True
Crawford County,MO,23023,055,True
Osceola County,MI,23022,133,True
Poinsett County,AR,22997,111,True
Emanuel County,GA,22907,107,True
Franklin County,IN,22850,047,True
Klickitat County,WA,22798,039,True
"Allen Parish, Louisiana County",LA,22798,003,True
Caswell County,NC,22747,033,True
Columbia County,AR,22707,027,True
Rockbridge County,VA,22673,163,True
Mercer County,KY,22662,167,True
Johnson County,KY,22631,115,True
Ouachita County,AR,22606,103,True
Overton County,TN,22576,133,True
Panola County,TX,22540,365,True
Washington County,IA,22534,183,True
Sumner County,KS,22517,191,True
Leelanau County,MI,22426,089,True
Saunders County,NE,22374,155,True
Asotin County,WA,22370,003,True
Brooke County,WV,22349,009,True
"Waynesboro city, Virginia County",VA,22341,820,True
Beckham County,OK,22295,009,True
Lee County,VA,22287,105,True
Bibb County,AL,22251,007,True
Meigs County,OH,22242,105,True
Limestone County,TX,22222,293,True
"Sabine Parish, Louisiana County",LA,22209,085,True
Putnam County,GA,22206,237,True
Anson County,NC,22200,007,True
Nobles County,MN,22194,105,True
"Grant Parish, Louisiana County",LA,22185,043,True
Randolph County,AL,22179,111,True
Houston County,TX,22107,225,True
Henry County,MO,22064,083,True
Mahaska County,IA,22059,123,True
Martin County,NC,21992,117,True
Seward County,KS,21942,175,True
Jo Daviess County,IL,21942,085,True
Prince Edward County,VA,21922,147,True
Scott County,TN,21917,151,True
Lampasas County,TX,21829,281,True
Wyandot County,OH,21818,175,True
Colusa County,CA,21811,011,True
Tippah County,MS,21769,139,True
McDuffie County,GA,21715,189,True
Boone County,WV,21705,005,True
Sevier County,UT,21667,041,True
Gage County,NE,21654,067,True
Llano County,TX,21637,299,True
Mitchell County,GA,21634,205,True
Hertford County,NC,21633,091,True
Minidoka County,ID,21626,067,True
Stutsman County,ND,21609,093,True
Scott County,VA,21536,169,True
Gaines County,TX,21523,165,True
Hockley County,TX,21495,219,True
Letcher County,KY,21490,133,True
Hubbard County,MN,21479,057,True
Grenada County,MS,21474,043,True
Clark County,AR,21469,019,True
Fayette County,IL,21464,051,True
Jersey County,IL,21462,083,True
Wabasha County,MN,21460,157,True
Taylor County,FL,21421,123,True
Madison County,NC,21414,115,True
Owen County,IN,21361,119,True
Leake County,MS,21335,079,True
Dakota County,NE,21308,043,True
Logan County,CO,21302,075,True
Moore County,TX,21284,341,True
Newton County,MS,21275,101,True
Gray County,TX,21272,179,True
Coahoma County,MS,21264,027,True
Fillmore County,MN,21251,045,True
Logan County,AR,21247,083,True
Wyoming County,WV,21237,109,True
Bandera County,TX,21182,019,True
Morgan County,MO,21169,141,True
Clinton County,MO,21155,049,True
Texas County,OK,21144,139,True
Nodaway County,MO,21140,147,True
Morgan County,TN,21124,129,True
"Assumption Parish, Louisiana County",LA,21067,007,True
"Union Parish, Louisiana County",LA,21049,111,True
Shelby County,IL,21042,173,True
Perry County,IL,20996,145,True
Jackson County,WI,20958,053,True
Fairfield County,SC,20942,039,True
Dodge County,MN,20893,039,True
Washington County,NE,20884,177,True
Ogemaw County,MI,20820,129,True
Sullivan County,IN,20791,153,True
Conway County,AR,20782,029,True
Allen County,KY,20773,003,True
Jones County,IA,20733,105,True
Adams County,WI,20730,001,True
Carroll County,IA,20728,027,True
Worth County,GA,20706,321,True
Buena Vista County,IA,20687,021,True
Meriwether County,GA,20679,199,True
Barnwell County,SC,20653,011,True
"Pointe Coupee Parish, Louisiana County",LA,20652,077,True
Greene County,VA,20631,079,True
Buchanan County,IA,20631,019,True
Hutchinson County,TX,20595,233,True
Colorado County,TX,20582,089,True
Kewaunee County,WI,20570,061,True
Adams County,WA,20557,001,True
Uinta County,WY,20546,041,True
Dukes County,MA,20543,007,True
Breckinridge County,KY,20528,027,True
Jay County,IN,20451,075,True
Henry County,IA,20436,087,True
Fulton County,IN,20420,049,True
Woodward County,OK,20411,153,True
Lincoln County,WV,20410,043,True
Greene County,NC,20407,079,True
Carroll County,IN,20397,015,True
Lavaca County,TX,20379,285,True
Yell County,AR,20342,149,True
Carbon County,UT,20338,007,True
Clay County,KY,20322,051,True
Willacy County,TX,20308,489,True
Crisp County,GA,20255,081,True
Buchanan County,VA,20246,027,True
Bourbon County,KY,20228,017,True
Lincoln County,NM,20222,027,True
DeKalb County,TN,20209,041,True
Montague County,TX,20197,337,True
Morgan County,GA,20171,211,True
Lincoln County,MT,20157,053,True
Calhoun County,TX,20127,057,True
Labette County,KS,20096,099,True
"St. James Parish, Louisiana County",LA,20090,093,True
Winneshiek County,IA,20050,191,True
Hempstead County,AR,20037,057,True
Smith County,TN,20034,159,True
"Richland Parish, Louisiana County",LA,20028,083,True
Taylor County,WI,19979,119,True
Dodge County,GA,19977,091,True
Washington County,GA,19975,303,True
Davison County,SD,19966,035,True
Tyler County,TX,19962,457,True
Martin County,MN,19960,091,True
Spencer County,IN,19935,147,True
Union County,TN,19860,173,True
DeWitt County,TX,19826,123,True
Pierce County,GA,19822,229,True
Monroe County,AL,19816,099,True
Lincoln County,WY,19794,023,True
Duchesne County,UT,19779,013,True
Vernon County,MO,19777,217,True
Orange County,IN,19768,117,True
Wayne County,MS,19760,153,True
Jones County,TX,19758,253,True
"Franklin Parish, Louisiana County",LA,19752,041,True
Gonzales County,TX,19736,177,True
Adair County,OK,19726,001,True
Douglas County,IL,19714,041,True
Wayne County,KY,19666,231,True
Plumas County,CA,19650,063,True
Marion County,KY,19627,155,True
Benton County,MO,19616,015,True
Freestone County,TX,19599,161,True
Simpson County,KY,19574,213,True
Elbert County,GA,19570,105,True
Chaffee County,CO,19564,015,True
Spencer County,KY,19549,215,True
Polk County,NC,19538,149,True
Holmes County,FL,19529,059,True
Fayette County,IA,19519,065,True
Langlade County,WI,19512,067,True
Jackson County,IA,19470,097,True
"East Feliciana Parish, Louisiana County",LA,19452,037,True
Polk County,AR,19384,113,True
Cherokee County,KS,19380,021,True
Hart County,KY,19345,099,True
Kent County,MD,19289,029,True
Los Alamos County,NM,19253,028,True
Gem County,ID,19250,045,True
Macon County,AL,19198,087,True
Perry County,IN,19186,123,True
Marengo County,AL,19180,091,True
McIntosh County,OK,19159,091,True
Pike County,GA,19145,231,True
Roosevelt County,NM,19142,041,True
Green Lake County,WI,19093,047,True
Beadle County,SD,19089,005,True
Humphreys County,TN,19032,085,True
Greene County,GA,19020,133,True
Ashley County,AR,19018,003,True
Butler County,AL,18981,013,True
Perry County,MO,18970,157,True
Waseca County,MN,18953,161,True
Saluda County,SC,18952,081,True
Pickens County,AL,18925,107,True
McDowell County,WV,18911,047,True
Hampton County,SC,18890,049,True
Adair County,KY,18887,001,True
Tishomingo County,MS,18837,141,True
Inyo County,CA,18829,027,True
Paulding County,OH,18827,125,True
Houston County,MN,18826,055,True
Warren County,NC,18803,185,True
Harrison County,KY,18803,097,True
Crawford County,IL,18729,033,True
"Concordia Parish, Louisiana County",LA,18677,029,True
Lamar County,GA,18676,171,True
Fentress County,TN,18642,049,True
Randolph County,AR,18619,121,True
Poweshiek County,IA,18608,157,True
Clay County,MS,18598,025,True
Deaf Smith County,TX,18585,117,True
Otero County,CO,18580,089,True
"Bethel Census Area, Alaska County",AK,18538,050,True
Yancey County,NC,18538,199,True
Ste. Genevieve County,MO,18494,186,True
Dickinson County,KS,18492,041,True
Westmoreland County,VA,18480,193,True
Cedar County,IA,18479,031,True
Wright County,MO,18475,229,True
Appling County,GA,18441,001,True
Bosque County,TX,18404,035,True
Jefferson County,KS,18387,087,True
Banks County,GA,18381,011,True
Andrews County,TX,18362,003,True
Stone County,MS,18360,131,True
Covington County,MS,18323,031,True
Berrien County,GA,18187,019,True
Montour County,PA,18165,093,True
"Colonial Heights city, Virginia County",VA,18158,570,True
Frio County,TX,18151,163,True
Brantley County,GA,18105,025,True
Gilchrist County,FL,18070,041,True
Andrew County,MO,18069,003,True
Benzie County,MI,18058,019,True
Sawyer County,WI,18057,113,True
Grant County,AR,18022,053,True
Russell County,KY,18021,207,True
Southampton County,VA,18003,175,True
San Juan County,WA,18001,055,True
Madison County,FL,17986,079,True
Johnson County,TN,17982,091,True
Burleson County,TX,17958,051,True
Kalkaska County,MI,17934,079,True
Young County,TX,17903,503,True
Schuyler County,NY,17855,097,True
Unicoi County,TN,17845,171,True
King William County,VA,17845,101,True
Attala County,MS,17842,007,True
Bertie County,NC,17818,015,True
Hughes County,SD,17812,065,True
Eastland County,TX,17812,133,True
Haywood County,TN,17806,075,True
Winston County,MS,17741,159,True
Pike County,MO,17719,163,True
Dickinson County,IA,17692,059,True
Avery County,NC,17679,011,True
Patrick County,VA,17660,141,True
Seward County,NE,17644,159,True
Polk County,TN,17620,139,True
Park County,CO,17597,093,True
Hancock County,IL,17582,067,True
Lee County,TX,17543,287,True
Northampton County,NC,17528,131,True
Delaware County,IA,17523,055,True
Sharp County,AR,17422,135,True
Chester County,TN,17392,023,True
Pitkin County,CO,17325,097,True
Park County,MT,17320,067,True
Drew County,AR,17309,043,True
Henry County,AL,17282,067,True
Humboldt County,NV,17266,013,True
Richland County,WI,17256,103,True
Cook County,GA,17242,075,True
Morgan County,WV,17237,065,True
Garrard County,KY,17175,079,True
Ben Hill County,GA,17169,017,True
Franklin County,AR,17160,047,True
Dallas County,MO,17158,059,True
Mariposa County,CA,17130,043,True
Clayton County,IA,17123,043,True
"Manassas Park city, Virginia County",VA,17123,685,True
Union County,IL,17122,181,True
Mason County,KY,17068,161,True
"Bristol city, Virginia County",VA,17036,520,True
Arkansas County,AR,17024,001,True
Chickasaw County,MS,17024,017,True
Gunnison County,CO,17018,051,True
Tama County,IA,17017,171,True
Falls County,TX,17013,145,True
Piscataquis County,ME,16936,021,True
Lewis County,WV,16920,041,True
Rabun County,GA,16915,241,True
Robertson County,TX,16912,395,True
Marion County,AR,16905,089,True
Cooper County,MO,16893,053,True
McCreary County,KY,16892,147,True
Scurry County,TX,16883,415,True
Buckingham County,VA,16869,029,True
Hardin County,IA,16861,083,True
Edgar County,IL,16852,045,True
Holmes County,MS,16848,051,True
Cross County,AR,16827,037,True
Long County,GA,16804,183,True
Idaho County,ID,16787,049,True
Jackson County,AR,16784,067,True
Warren County,IL,16760,187,True
Bond County,IL,16750,005,True
Madison County,AR,16737,087,True
Dixie County,FL,16737,029,True
Rush County,IN,16716,139,True
Lafayette County,WI,16716,065,True
Giles County,VA,16711,071,True
Union County,SD,16700,127,True
Piatt County,IL,16698,147,True
Washburn County,WI,16685,129,True
Baker County,OR,16685,001,True
La Paz County,AZ,16681,012,True
Madison County,IA,16609,121,True
Taylor County,WV,16602,091,True
Iowa County,IA,16575,095,True
Burnett County,WI,16561,013,True
Lee County,SC,16557,061,True
Richland County,ND,16548,077,True
Fountain County,IN,16468,045,True
Alamosa County,CO,16460,003,True
Socorro County,NM,16453,053,True
Crawford County,IA,16450,047,True
Clay County,IA,16423,041,True
Potter County,PA,16390,105,True
"Radford city, Virginia County",VA,16379,750,True
Phillips County,AR,16373,107,True
New Madrid County,MO,16341,143,True
Parke County,IN,16327,121,True
Wayne County,TN,16325,181,True
Jasper County,MS,16320,061,True
Atchison County,KS,16309,005,True
Fayette County,AL,16297,057,True
Brooks County,GA,16275,027,True
Lawrence County,AR,16258,075,True
Appomattox County,VA,16253,011,True
Dade County,GA,16239,083,True
Hill County,MT,16238,041,True
Lawrence County,KY,16228,127,True
Bayfield County,WI,16214,007,True
Rockcastle County,KY,16171,203,True
Kanabec County,MN,16145,065,True
Wayne County,IL,16127,191,True
Crawford County,WI,16123,023,True
Bates County,MO,16101,013,True
Sequatchie County,TN,16065,153,True
Ashland County,WI,16041,003,True
Otoe County,NE,15995,131,True
Brunswick County,VA,15965,025,True
Casey County,KY,15942,045,True
Benton County,TN,15933,005,True
Leon County,TX,15928,289,True
Sevier County,AR,15913,133,True
Van Buren County,AR,15900,141,True
Trinity County,CA,15889,105,True
Aitkin County,MN,15859,001,True
Neosho County,KS,15826,133,True
Osage County,KS,15787,139,True
Jefferson County,IA,15785,101,True
Henry County,KY,15731,103,True
Grand County,CO,15724,049,True
Richland County,IL,15716,159,True
Mercer County,IL,15692,131,True
Pawnee County,OK,15682,117,True
Nottoway County,VA,15638,135,True
Marquette County,WI,15619,077,True
Floyd County,IA,15601,067,True
Carroll County,IL,15594,015,True
Jefferson County,GA,15591,163,True
Pemiscot County,MO,15555,155,True
Clarke County,MS,15553,023,True
De Witt County,IL,15535,039,True
Floyd County,VA,15532,063,True
Barbour County,WV,15527,001,True
Union County,FL,15524,125,True
Gooding County,ID,15520,047,True
Brown County,IN,15513,013,True
Marshall County,OK,15494,095,True
Vermillion County,IN,15488,165,True
"Williamsburg city, Virginia County",VA,15486,830,True
Clark County,IL,15467,023,True
Washington County,AL,15434,129,True
Redwood County,MN,15428,127,True
Moniteau County,MO,15401,135,True
"West Feliciana Parish, Louisiana County",LA,15358,125,True
Grayson County,VA,15356,077,True
Tipton County,IN,15328,159,True
Lawrence County,IL,15302,101,True
Roseau County,MN,15294,135,True
Kingfisher County,OK,15290,073,True
Page County,IA,15225,145,True
Torrance County,NM,15203,057,True
Macon County,MO,15173,121,True
Alleghany County,VA,15159,005,True
Cleburne County,AL,15144,029,True
Pecos County,TX,15114,371,True
Fleming County,KY,15111,069,True
"Jackson Parish, Louisiana County",LA,15093,049,True
Missaukee County,MI,15089,113,True
Arenac County,MI,15031,011,True
Jackson County,TX,15010,239,True
Gulf County,FL,15002,045,True
Mitchell County,NC,14989,121,True
Hamilton County,IA,14979,079,True
Oglethorpe County,GA,14974,221,True
Clay County,SD,14953,027,True
Sibley County,MN,14950,143,True
Larue County,KY,14902,123,True
Clarke County,VA,14882,043,True
Jasper County,GA,14882,159,True
Bledsoe County,TN,14816,007,True
Karnes County,TX,14805,255,True
Gasconade County,MO,14801,073,True
Jeff Davis County,GA,14791,161,True
Pike County,IL,14776,149,True
Nelson County,VA,14773,125,True
"LaSalle Parish, Louisiana County",LA,14764,059,True
Hale County,AL,14742,065,True
Kossuth County,IA,14718,109,True
Renville County,MN,14707,129,True
Nolan County,TX,14657,353,True
Pendleton County,KY,14638,191,True
Harrison County,IA,14623,085,True
Carbon County,WY,14609,007,True
Mills County,IA,14605,129,True
Gogebic County,MI,14597,053,True
"Falls Church city, Virginia County",VA,14576,610,True
Fulton County,PA,14545,057,True
Clay County,AR,14537,021,True
Moultrie County,IL,14531,139,True
Harrison County,OH,14528,067,True
San Juan County,UT,14524,037,True
Dent County,MO,14509,065,True
Cannon County,TN,14481,015,True
Jefferson County,FL,14458,065,True
Wetzel County,WV,14431,103,True
Las Animas County,CO,14422,071,True
Bourbon County,KS,14405,011,True
Livingston County,MO,14402,117,True
Butler County,IA,14376,023,True
Franklin County,ID,14376,041,True
Cedar County,MO,14314,039,True
Smith County,MS,14310,129,True
Choctaw County,OK,14285,023,True
Knott County,KY,14282,119,True
Saline County,NE,14275,151,True
Hardy County,WV,14249,031,True
Noble County,OH,14216,121,True
York County,NE,14212,185,True
Clay County,AL,14209,027,True
"Claiborne Parish, Louisiana County",LA,14203,027,True
Rusk County,WI,14179,107,True
Trigg County,KY,14154,221,True
Calhoun County,SC,14145,017,True
Craig County,OK,14144,035,True
Estill County,KY,14138,065,True
O'Brien County,IA,14138,141,True
Massac County,IL,14135,127,True
Swain County,NC,14130,173,True
Atoka County,OK,14117,005,True
Wadena County,MN,14108,159,True
Dickenson County,VA,14089,051,True
McKenzie County,ND,14081,053,True
Price County,WI,14066,099,True
Nantucket County,MA,14065,019,True
Allamakee County,IA,14046,005,True
Roane County,WV,14027,087,True
Screven County,GA,14026,251,True
Reeves County,TX,14022,389,True
Pennington County,MN,13995,113,True
Crockett County,TN,13955,033,True
Faribault County,MN,13931,043,True
"Ketchikan Gateway Borough, Alaska County",AK,13910,130,True
Zapata County,TX,13896,505,True
Walthall County,MS,13888,147,True
Lamar County,AL,13885,075,True
Callahan County,TX,13869,059,True
Morgan County,OH,13851,115,True
Morgan County,KY,13840,175,True
Murray County,OK,13837,099,True
Chowan County,NC,13835,041,True
White County,IL,13834,193,True
Newton County,IN,13829,111,True
Madison County,VA,13828,113,True
Washington County,IL,13781,189,True
Glacier County,MT,13781,035,True
Calhoun County,FL,13753,013,True
Izard County,AR,13748,065,True
Trinity County,TX,13735,455,True
Converse County,WY,13729,009,True
Stewart County,TN,13724,161,True
Oglala Lakota County,SD,13695,102,True
Greene County,MS,13672,041,True
"Winn Parish, Louisiana County",LA,13665,127,True
Comanche County,TX,13651,093,True
Breathitt County,KY,13580,025,True
Pend Oreille County,WA,13570,051,True
Madison County,TX,13556,313,True
Grundy County,TN,13550,061,True
"Martinsville city, Virginia County",VA,13539,690,True
Fremont County,ID,13519,043,True
Archuleta County,CO,13509,007,True
Union County,KY,13495,225,True
Hamilton County,FL,13492,047,True
Ford County,IL,13484,053,True
Hughes County,OK,13409,063,True
Monroe County,OH,13401,111,True
Shoshone County,ID,13399,079,True
Osage County,MO,13374,151,True
Buffalo County,WI,13329,011,True
Johnson County,IL,13313,087,True
Bamberg County,SC,13311,009,True
Amelia County,VA,13309,007,True
Jackson County,KS,13274,085,True
Clay County,IL,13248,025,True
Moffat County,CO,13232,081,True
Mono County,CA,13219,051,True
Crenshaw County,AL,13205,041,True
Crawford County,MI,13197,039,True
Calhoun County,MS,13193,013,True
Cass County,IA,13116,029,True
Big Horn County,MT,13090,003,True
Powell County,KY,13089,197,True
Presque Isle County,MI,13083,141,True
Mason County,IL,13074,125,True
"Kodiak Island Borough, Alaska County",AK,13065,150,True
Lewis County,KY,13063,135,True
Perquimans County,NC,13053,143,True
Millard County,UT,13027,027,True
Lamb County,TX,13024,279,True
Lincoln County,AR,13016,079,True
Jackson County,KY,13002,109,True
"Bienville Parish, Louisiana County",LA,12958,013,True
Cass County,IL,12955,017,True
Webster County,KY,12951,233,True
Wright County,IA,12897,197,True
Meigs County,TN,12839,121,True
Wilbarger County,TX,12795,487,True
Vinton County,OH,12790,163,True
Howard County,AR,12779,061,True
Bath County,KY,12739,011,True
Amite County,MS,12683,005,True
Choctaw County,AL,12669,023,True
Madison County,MO,12649,123,True
Lewis County,TN,12637,101,True
Caldwell County,KY,12635,033,True
Tallahatchie County,MS,12621,135,True
Telfair County,GA,12619,271,True
Sanders County,MT,12615,089,True
Goshen County,WY,12592,015,True
Allen County,KS,12554,001,True
Charlton County,GA,12547,049,True
Towns County,GA,12546,281,True
Camp County,TX,12543,063,True
Braxton County,WV,12505,007,True
Yalobusha County,MS,12499,161,True
Pulaski County,IN,12498,131,True
"Poquoson city, Virginia County",VA,12479,735,True
Chippewa County,MN,12466,023,True
Monroe County,WV,12438,063,True
Bleckley County,GA,12413,023,True
Stone County,AR,12393,137,True
Colfax County,NM,12370,007,True
Morgan County,UT,12367,029,True
Butler County,KY,12365,031,True
Grundy County,IA,12351,075,True
Dawson County,TX,12342,115,True
Boundary County,ID,12335,021,True
Newton County,TX,12333,351,True
Pamlico County,NC,12317,137,True
Mississippi County,MO,12305,133,True
Rolette County,ND,12292,079,True
Lake County,MI,12285,085,True
Menard County,IL,12284,129,True
Todd County,KY,12281,219,True
Appanoose County,IA,12279,007,True
Franklin County,FL,12276,037,True
Jefferson County,MT,12273,043,True
Rains County,TX,12257,379,True
Pike County,IN,12227,125,True
Sumter County,AL,12196,119,True
Fulton County,AR,12183,049,True
Glades County,FL,12179,043,True
Edmonson County,KY,12179,061,True
Crawford County,GA,12156,079,True
Morrow County,OR,12140,049,True
Northampton County,VA,12132,131,True
Skamania County,WA,12118,059,True
Union County,IA,12107,175,True
Macon County,GA,12099,193,True
Blackford County,IN,12074,009,True
Koochiching County,MN,12072,071,True
Owyhee County,ID,12043,073,True
Washington County,KY,12025,229,True
Little River County,AR,12024,081,True
Lyon County,IA,12023,119,True
Greene County,IL,12015,061,True
Northumberland County,VA,12007,133,True
Morris County,TX,11993,343,True
Lunenburg County,VA,11988,111,True
Summers County,WV,11985,089,True
Prowers County,CO,11968,099,True
Chickasaw County,IA,11957,037,True
Custer County,MT,11957,017,True
Juab County,UT,11943,023,True
Lawrence County,MS,11933,077,True
Linn County,MO,11892,115,True
Marion County,KS,11867,115,True
DeKalb County,MO,11838,063,True
Valley County,ID,11830,085,True
Terry County,TX,11816,445,True
Teton County,ID,11813,081,True
Douglas County,MO,11803,067,True
Marshall County,IL,11740,123,True
Shelby County,IA,11737,165,True
Jackson County,TN,11730,087,True
Big Horn County,WY,11690,003,True
Barton County,MO,11683,011,True
Haskell County,OK,11651,061,True
Magoffin County,KY,11647,153,True
Red River County,TX,11627,387,True
Ramsey County,ND,11613,071,True
Blanco County,TX,11608,031,True
Cherokee County,IA,11601,035,True
Trousdale County,TN,11596,169,True
Iron County,MI,11585,071,True
Conecuh County,AL,11576,035,True
Charlotte County,VA,11563,037,True
Perry County,MS,11511,111,True
Sierra County,NM,11506,051,True
Fergus County,MT,11496,027,True
Heard County,GA,11489,149,True
Decatur County,TN,11483,039,True
Cottonwood County,MN,11481,033,True
Rio Grande County,CO,11442,105,True
Montgomery County,MO,11421,139,True
Live Oak County,TX,11374,297,True
Greensville County,VA,11373,081,True
Richland County,MT,11366,083,True
Okfuskee County,OK,11349,107,True
Ward County,TX,11347,475,True
Monroe County,KY,11331,171,True
Wabash County,IL,11321,185,True
Pope County,MN,11312,121,True
Martin County,KY,11298,159,True
Jefferson Davis County,MS,11291,065,True
Desha County,AR,11285,041,True
Dooly County,GA,11236,093,True
Owen County,KY,11229,187,True
Lake County,SD,11207,079,True
Watonwan County,MN,11205,165,True
Green County,KY,11198,087,True
Clay County,NC,11186,043,True
McIntosh County,GA,11183,191,True
Bacon County,GA,11138,005,True
Wayne County,MO,11081,223,True
Washington County,NC,11051,187,True
Lincoln County,WA,11036,043,True
Grant County,WV,11034,023,True
Alleghany County,NC,10989,005,True
Noble County,OK,10981,103,True
Candler County,GA,10946,043,True
Washita County,OK,10930,149,True
"North Slope Borough, Alaska County",AK,10924,185,True
Lake County,MN,10915,075,True
"St. Helena Parish, Louisiana County",LA,10872,091,True
Sussex County,VA,10866,183,True
Lancaster County,VA,10866,103,True
Pushmataha County,OK,10845,127,True
Mackinac County,MI,10843,097,True
Carroll County,KY,10842,041,True
Ripley County,MO,10839,181,True
Barnes County,ND,10826,003,True
Louisa County,IA,10823,115,True
Roosevelt County,MT,10799,085,True
Hancock County,IA,10790,081,True
Box Butte County,NE,10778,013,True
Evans County,GA,10759,109,True
Early County,GA,10753,099,True
Middlesex County,VA,10738,119,True
Winnebago County,IA,10704,189,True
Red Willow County,NE,10690,145,True
Bollinger County,MO,10658,017,True
Carbon County,MT,10645,009,True
Guthrie County,IA,10619,077,True
Washington County,ID,10612,087,True
Essex County,VA,10602,057,True
Custer County,NE,10566,041,True
Colfax County,NE,10563,037,True
Walsh County,ND,10553,099,True
Camden County,NC,10547,029,True
Mitchell County,IA,10537,131,True
Crawford County,IN,10511,025,True
Gates County,NC,10509,073,True
Leslie County,KY,10468,131,True
Bradley County,AR,10461,011,True
Cumberland County,IL,10447,035,True
Franklin County,TX,10445,159,True
Wilcox County,AL,10441,131,True
Johnston County,OK,10410,069,True
Butte County,SD,10369,019,True
Ralls County,MO,10356,173,True
Coosa County,AL,10329,037,True
Bullock County,AL,10328,011,True
Metcalfe County,KY,10313,169,True
Clay County,TX,10290,077,True
Montgomery County,IA,10285,137,True
Noxubee County,MS,10261,103,True
Roberts County,SD,10242,109,True
Alcona County,MI,10238,001,True
Chicot County,AR,10234,017,True
Nemaha County,KS,10219,131,True
Pike County,AR,10205,109,True
Love County,OK,10158,085,True
Lowndes County,AL,10153,085,True
Holt County,NE,10149,089,True
Howard County,MO,10142,089,True
Perry County,AR,10055,105,True
"Madison Parish, Louisiana County",LA,10028,065,True
Keokuk County,IA,10026,107,True
"Nome Census Area, Alaska County",AK,10018,180,True
Franklin County,IA,10015,069,True
Marshall County,KS,10014,117,True
Jackson County,MN,9990,063,True
Lewis County,MO,9987,111,True
Sabine County,TX,9980,403,True
Lanier County,GA,9964,173,True
Duval County,TX,9960,131,True
Webster County,MS,9942,155,True
Yuma County,CO,9938,125,True
Carroll County,MS,9930,015,True
Ochiltree County,TX,9924,357,True
Emery County,UT,9898,015,True
Switzerland County,IN,9896,155,True
Calhoun County,IA,9893,025,True
Pulaski County,GA,9887,235,True
Grundy County,MO,9878,079,True
Scott County,AR,9871,127,True
Martin County,IN,9863,101,True
Runnels County,TX,9858,399,True
Parmer County,TX,9809,369,True
Swift County,MN,9806,151,True
Montgomery County,MS,9803,097,True
"West Carroll Parish, Louisiana County",LA,9800,123,True
Tunica County,MS,9787,143,True
McLean County,ND,9781,055,True
Sac County,IA,9778,161,True
Clarke County,IA,9737,039,True
Benewah County,ID,9731,009,True
Wayne County,NE,9701,179,True
Zavala County,TX,9700,507,True
Cumberland County,VA,9697,049,True
Linn County,KS,9696,107,True
Stevens County,MN,9682,149,True
Grand County,UT,9680,019,True
Marion County,TX,9668,315,True
Rock County,MN,9659,133,True
"Caldwell Parish, Louisiana County",LA,9658,021,True
Mountrail County,ND,9648,061,True
McCormick County,SC,9612,065,True
Wilkes County,GA,9610,317,True
Humboldt County,IA,9606,091,True
Yellow Medicine County,MN,9569,173,True
Iron County,MO,9538,093,True
Latimer County,OK,9537,077,True
Cheyenne County,NE,9489,033,True
Irwin County,GA,9487,155,True
Brown County,KS,9486,013,True
Greenlee County,AZ,9483,011,True
Howard County,IA,9479,089,True
Beaverhead County,MT,9469,001,True
Nowata County,OK,9460,105,True
Brewster County,TX,9454,043,True
Rice County,KS,9441,159,True
Deer Lodge County,MT,9435,023,True
Clear Creek County,CO,9403,019,True
Chattahoochee County,GA,9402,053,True
Hamilton County,NE,9400,081,True
Pipestone County,MN,9380,117,True
Todd County,SD,9353,121,True
Emmet County,IA,9349,063,True
Somervell County,TX,9337,425,True
St. Clair County,MO,9330,185,True
Charles Mix County,SD,9302,023,True
Jasper County,IL,9295,079,True
Clinton County,KY,9295,053,True
Jones County,NC,9263,103,True
Montmorency County,MI,9261,119,True
Stephens County,TX,9260,429,True
Forest County,WI,9239,041,True
Johnson County,GA,9225,167,True
Pratt County,KS,9175,151,True
McLean County,KY,9173,149,True
Seminole County,GA,9117,253,True
Davis County,IA,9093,051,True
Hancock County,KY,9058,091,True
Claiborne County,MS,9044,021,True
Marshall County,MN,9017,089,True
Cloud County,KS,9008,029,True
Terrell County,GA,9004,273,True
Cuming County,NE,9000,039,True
White Pine County,NV,8997,033,True
Livingston County,KY,8980,139,True
Kemper County,MS,8980,069,True
Crittenden County,KY,8979,055,True
Stillwater County,MT,8978,095,True
Richmond County,VA,8968,159,True
Phelps County,NE,8966,137,True
Mitchell County,TX,8947,335,True
Palo Alto County,IA,8938,147,True
Dawson County,MT,8915,021,True
"Catahoula Parish, Louisiana County",LA,8895,025,True
Turner County,GA,8894,287,True
Caldwell County,MO,8876,025,True
Alger County,MI,8866,003,True
Wilkinson County,GA,8852,319,True
Wilcox County,GA,8839,315,True
Clearwater County,ID,8810,035,True
Greene County,IA,8801,073,True
Sublette County,WY,8801,035,True
Oregon County,MO,8783,149,True
Madison County,MT,8742,057,True
Lyon County,KY,8721,143,True
Gallatin County,KY,8720,077,True
Benton County,IN,8709,007,True
Jenkins County,GA,8704,165,True
Ozark County,MO,8688,153,True
Turner County,SD,8687,125,True
Montgomery County,GA,8687,209,True
Dimmit County,TX,8672,127,True
Monona County,IA,8671,133,True
Monroe County,MO,8668,137,True
Wilson County,KS,8667,205,True
Lucas County,IA,8666,117,True
Lee County,AR,8666,077,True
Woods County,OK,8661,151,True
Blaine County,OK,8661,011,True
Modoc County,CA,8651,049,True
Archer County,TX,8649,009,True
