name,state,median_household_income,median_home_value
Sudden Valley,WA,96102.0,420900.0
Sultan,WA,79084.0,376200.0
Sumas,WA,82188.0,305700.0
Summit,WA,101157.0,447800.0
Summit View,WA,98717.0,424400.0
Summitview,WA,82382.0,352300.0
Sumner,WA,83285.0,442800.0
Suncrest,WA,93886.0,395600.0
Sunday Lake,WA,,635300.0
Sunland Estates,WA,98500.0,450000.0
Sunnyside,WA,49134.0,182600.0
Sunnyslope,WA,124076.0,612300.0
Suquamish,WA,80216.0,401300.0
Swede Heaven,WA,129196.0,403200.0
Tacoma,WA,79085.0,415300.0
Taholah,WA,42750.0,
Tampico,WA,103889.0,325000.0
Tanglewilde,WA,92123.0,387000.0
Tehaleh,WA,133876.0,661400.0
Tekoa,WA,43333.0,197400.0
Tenino,WA,63654.0,290800.0
Terrace Heights,WA,79608.0,310200.0
Thorp,WA,62500.0,376500.0
Three Lakes,WA,144444.0,725500.0
Tieton,WA,50658.0,192900.0
Tokeland,WA,,
Toledo,WA,70515.0,240600.0
Tonasket,WA,36723.0,186400.0
Toppenish,WA,64327.0,194600.0
Torboy,WA,,
Touchet,WA,94083.0,262500.0
Town and Country,WA,85778.0,283700.0
Tracyton,WA,87955.0,378000.0
Trout Lake,WA,76875.0,635000.0
Tukwila,WA,76331.0,446000.0
Tumwater,WA,84177.0,421900.0
Twin Lakes,WA,37500.0,
Twisp,WA,52054.0,275000.0
Union,WA,73456.0,558600.0
Union Gap,WA,55667.0,161700.0
Union Hill-Novelty Hill,WA,174260.0,1108900.0
Uniontown,WA,65000.0,301800.0
University Place,WA,89658.0,509900.0
Upper Elochoman,WA,91719.0,411900.0
Vader,WA,50313.0,239900.0
Valley,WA,31613.0,135100.0
Vancouver,WA,73626.0,403400.0
Vantage,WA,,
Vashon,WA,103222.0,675000.0
Vaughn,WA,103286.0,416400.0
Venersborg,WA,126642.0,637200.0
Verlot,WA,,341900.0
Waitsburg,WA,64050.0,237300.0
Walla Walla,WA,58179.0,314500.0
Walla Walla East,WA,79336.0,472100.0
Waller,WA,112500.0,446100.0
Wallula,WA,61389.0,227800.0
Wapato,WA,48877.0,140700.0
Warden,WA,50929.0,166000.0
Warm Beach,WA,113380.0,571700.0
Washougal,WA,97295.0,456100.0
Washtucna,WA,61667.0,85000.0
Waterville,WA,71964.0,231000.0
Wauna,WA,100329.0,392300.0
Waverly,WA,62955.0,
Wenatchee,WA,66143.0,352200.0
West Clarkston-Highland,WA,50172.0,240600.0
West Pasco,WA,147833.0,476100.0
Westport,WA,54271.0,215000.0
West Richland,WA,118093.0,372800.0
Wheeler,WA,,
Whidbey Island Station,WA,39375.0,
White Center,WA,79432.0,551500.0
White Salmon,WA,72692.0,457700.0
White Swan,WA,51667.0,90000.0
Wilbur,WA,53472.0,191000.0
Wilderness Rim,WA,110000.0,596000.0
Wilkeson,WA,98542.0,385900.0
Willapa,WA,50000.0,165400.0
Wilson Creek,WA,36250.0,149300.0
Winlock,WA,59833.0,251300.0
Winthrop,WA,60263.0,356300.0
Wishram,WA,41750.0,159600.0
Wollochet,WA,132069.0,732500.0
Woodinville,WA,142500.0,917700.0
Woodland,WA,78870.0,345300.0
Woods Creek,WA,122045.0,648700.0
Woodway,WA,204167.0,1550600.0
Yacolt,WA,79479.0,357000.0
Yakima,WA,55734.0,243300.0
Yarrow Point,WA,250001.0,2000001.0
Yelm,WA,88818.0,382200.0
Zillah,WA,68701.0,267400.0
Accoville,WV,,88600.0
Addison (Webster Springs),WV,29773.0,87300.0
Adrian,WV,25521.0,98100.0
Albright,WV,59063.0,34700.0
Alderson,WV,30689.0,112500.0
Alum Creek,WV,65179.0,145800.0
Amherstdale,WV,,
Anawalt,WV,26023.0,22500.0
Anmoore,WV,26471.0,75700.0
Ansted,WV,55404.0,81300.0
Apple Grove,WV,,
Arbovale,WV,52692.0,156000.0
Arthurdale,WV,73281.0,103900.0
Athens,WV,61667.0,180500.0
Auburn,WV,19375.0,
Aurora,WV,52978.0,
Bancroft,WV,80417.0,94600.0
Barboursville,WV,61236.0,197100.0
Barrackville,WV,66083.0,150700.0
Bartley,WV,,
Bartow,WV,,156900.0
Bath (Berkeley Springs),WV,31094.0,163100.0
Baxter,WV,,
Bayard,WV,26250.0,73000.0
Beards Fork,WV,28911.0,
Beaver,WV,29780.0,85500.0
Beckley,WV,41277.0,135100.0
Beech Bottom,WV,28958.0,55000.0
Belington,WV,46927.0,92200.0
Belle,WV,59167.0,108700.0
Belmont,WV,55417.0,117300.0
Belva,WV,67969.0,
Benwood,WV,38000.0,67800.0
Bergoo,WV,60104.0,94600.0
Berwind,WV,26384.0,41600.0
Bethany,WV,63214.0,117500.0
Bethlehem,WV,85150.0,197300.0
Beverly,WV,30000.0,124100.0
Big Chimney,WV,70024.0,179300.0
Big Creek,WV,,
Big Sandy,WV,,
Birch River,WV,,
Blacksville,WV,45833.0,43000.0
Blennerhassett,WV,80783.0,176300.0
Bluefield,WV,45854.0,94400.0
Bluewell,WV,32763.0,113600.0
Boaz,WV,87569.0,190000.0
Bolivar,WV,80125.0,238000.0
Bolt,WV,66020.0,
Boomer,WV,29048.0,91900.0
Booth,WV,,225000.0
Bowden,WV,,
Bradley,WV,40179.0,106300.0
Bradshaw,WV,21458.0,55500.0
Bramwell,WV,48750.0,
Brandonville,WV,78333.0,155700.0
Brandywine,WV,31875.0,110700.0
Brenton,WV,,
Bridgeport,WV,96063.0,255300.0
Brookhaven,WV,70179.0,233500.0
Bruceton Mills,WV,57500.0,132500.0
Bruno,WV,24399.0,257100.0
Brush Fork,WV,44493.0,67300.0
Buckhannon,WV,43621.0,147900.0
Bud,WV,12326.0,
Buffalo,WV,46389.0,105800.0
Burlington,WV,100347.0,190300.0
Burnsville,WV,71250.0,96000.0
Cairo,WV,27300.0,63000.0
Camden-on-Gauley,WV,42500.0,91300.0
Cameron,WV,47500.0,56800.0
Capon Bridge,WV,63125.0,195000.0
Carolina,WV,,117500.0
Carpendale,WV,65938.0,160400.0
Cass,WV,,
Cassville,WV,85878.0,223000.0
Cedar Grove,WV,55600.0,63000.0
Century,WV,36505.0,92700.0
Ceredo,WV,32305.0,112900.0
Chapmanville,WV,33500.0,144500.0
Charleston,WV,58902.0,172800.0
Charles Town,WV,83275.0,323900.0
Charlton Heights,WV,,
Chattaroy,WV,,82800.0
Chauncey,WV,,
Cheat Lake,WV,109732.0,335000.0
Chelyan,WV,72059.0,
Chesapeake,WV,48375.0,82600.0
Chester,WV,58988.0,118300.0
Clarksburg,WV,46595.0,110600.0
Clay,WV,,65000.0
Clearview,WV,79688.0,207700.0
Clendenin,WV,50375.0,94000.0
Clifton,WV,81729.0,188100.0
Coal City,WV,26353.0,
Coal Fork,WV,60534.0,61200.0
Colcord,WV,,34200.0
Colliers,WV,,
Comfort,WV,,86200.0
Corinne,WV,,50200.0
Cottageville,WV,,
Covel,WV,,
Cowen,WV,35272.0,52800.0
Crab Orchard,WV,48438.0,197100.0
Craigsville,WV,34375.0,108800.0
Crooked Creek,WV,36906.0,87900.0
Cross Lanes,WV,58696.0,137000.0
Crum,WV,,
Crumpler,WV,,84400.0
Cucumber,WV,,
Culloden,WV,75188.0,174000.0
Cunard,WV,,
Dailey,WV,,
Daniels,WV,52061.0,169100.0
Danville,WV,31923.0,76200.0
Davis,WV,44119.0,125000.0
Davy,WV,38750.0,23900.0
Deep Water,WV,,
Delbarton,WV,34688.0,78100.0
Despard,WV,27614.0,78900.0
Dixie,WV,,54100.0
Dorothy,WV,,
Dunbar,WV,48396.0,123600.0
Dupont City,WV,42546.0,116200.0
Durbin,WV,55972.0,81000.0
Earling,WV,,
East Bank,WV,52750.0,92200.0
East Dailey,WV,,171600.0
East View,WV,51864.0,55400.0
Eccles,WV,,
Eleanor,WV,65580.0,207400.0
Elizabeth,WV,,80800.0
Elk Garden,WV,78750.0,83500.0
Elkins,WV,39875.0,131100.0
Elkview,WV,70115.0,111400.0
Ellenboro,WV,70357.0,89600.0
Enterprise,WV,77788.0,137300.0
Eskdale,WV,,47100.0
Fairlea,WV,24794.0,
Fairmont,WV,55084.0,140400.0
Fairview,WV,60455.0,100600.0
Falling Spring,WV,42321.0,97500.0
Falling Waters,WV,84038.0,168100.0
Falls View,WV,,
Farmington,WV,54750.0,73200.0
Fayetteville,WV,63514.0,141200.0
Fenwick,WV,38958.0,38800.0
Flatwoods,WV,51094.0,89400.0
Flemington,WV,54286.0,104800.0
Follansbee,WV,47386.0,125600.0
Fort Ashby,WV,41992.0,152400.0
Fort Gay,WV,24519.0,58300.0
Frank,WV,,55000.0
Franklin,WV,78125.0,202200.0
Friendly,WV,36667.0,
Gallipolis Ferry,WV,26875.0,81800.0
Galloway,WV,52321.0,
Garten,WV,,
Gary,WV,33482.0,57500.0
Gassaway,WV,44653.0,97100.0
Gatewood,WV,71907.0,89100.0
Gauley Bridge,WV,16786.0,72700.0
Ghent,WV,102204.0,422400.0
Gilbert,WV,39375.0,86400.0
Gilbert Creek,WV,77763.0,
Glasgow,WV,48810.0,98000.0
Glen Dale,WV,80917.0,206900.0
Glen Ferris,WV,,
Glen Fork,WV,,
Glen Jean,WV,,
Glenville,WV,43690.0,73800.0
Glen White,WV,,
Grafton,WV,38934.0,85400.0
Grantsville,WV,28047.0,67900.0
Grant Town,WV,50982.0,86400.0
Granville,WV,29000.0,119900.0
Great Cacapon,WV,42045.0,100900.0
Green Bank,WV,,170800.0
Green Spring,WV,73148.0,
Greenview,WV,54048.0,
Greenville,WV,155625.0,
Gypsy,WV,,
Hambleton,WV,43125.0,99500.0
Hamlin,WV,48611.0,85500.0
Handley,WV,63611.0,
Hansford,WV,20292.0,
Harman,WV,25577.0,147500.0
Harpers Ferry,WV,109183.0,369600.0
Harrisville,WV,40114.0,109600.0
Hartford City,WV,50114.0,81100.0
Harts,WV,35750.0,
Hedgesville,WV,81400.0,187500.0
Helen,WV,,
Helvetia,WV,,
Henderson,WV,22000.0,
Hendricks,WV,46750.0,111400.0
Henlawson,WV,14071.0,95900.0
Hepzibah,WV,91122.0,
Hico,WV,56106.0,178400.0
Hillsboro,WV,46250.0,120800.0
Hilltop,WV,,
Hinkleville,WV,83231.0,185800.0
Hinton,WV,35735.0,85400.0
Holden,WV,62059.0,79100.0
Hollygrove,WV,47692.0,80900.0
Hometown,WV,41611.0,166700.0
Hooverson Heights,WV,55588.0,121200.0
Hundred,WV,41216.0,
Huntersville,WV,35714.0,
Huntington,WV,39066.0,114800.0
Hurricane,WV,70861.0,174600.0
Huttonsville,WV,,66300.0
Iaeger,WV,51629.0,26300.0
Idamay,WV,94244.0,107500.0
Institute,WV,45625.0,95700.0
Inwood,WV,90327.0,247300.0
Itmann,WV,,
Jacksonburg,WV,,
Jane Lew,WV,50583.0,73000.0
Jefferson,WV,38533.0,84500.0
Junior,WV,28393.0,70300.0
Justice,WV,40817.0,82200.0
Justice Addition,WV,,
Kanawha,WV,,157500.0
Kenova,WV,49896.0,94000.0
Kermit,WV,30625.0,136100.0
Keyser,WV,46724.0,115400.0
Keystone,WV,18846.0,18300.0
Kimball,WV,2499.0,
Kimberly,WV,13618.0,
Kincaid,WV,,
Kingwood,WV,74961.0,162800.0
Kistler,WV,,130800.0
Kopperston,WV,35231.0,
Lashmeet,WV,43701.0,150100.0
Lavalette,WV,80404.0,107000.0
Leon,WV,32083.0,112000.0
Lesage,WV,46693.0,
Lester,WV,28125.0,87700.0
Lewisburg,WV,47563.0,270200.0
Littleton,WV,,
Logan,WV,38267.0,83900.0
Lost Creek,WV,55556.0,115800.0
Lubeck,WV,67282.0,199900.0
Lumberport,WV,53594.0,116100.0
Mabscott,WV,52083.0,109000.0
MacArthur,WV,33444.0,129500.0
McConnell,WV,26991.0,84300.0
McMechen,WV,51389.0,87000.0
Madison,WV,63864.0,120300.0
Malden,WV,50071.0,164000.0
Mallory,WV,31677.0,93800.0
Man,WV,70481.0,148900.0
Mannington,WV,54625.0,95100.0
Marlinton,WV,39643.0,82000.0
Marmet,WV,47682.0,87400.0
Martinsburg,WV,55240.0,198800.0
Mason,WV,46406.0,85500.0
Masontown,WV,42917.0,150400.0
Matewan,WV,22250.0,107300.0
Matheny,WV,,
Matoaka,WV,40625.0,60800.0
Maybeury,WV,,
Meadow Bridge,WV,35781.0,121900.0
Middlebourne,WV,62000.0,111300.0
Middleway,WV,,356200.0
Mill Creek,WV,45417.0,84600.0
Milton,WV,42857.0,95000.0
Mineralwells,WV,79760.0,149000.0
Mitchell Heights,WV,73438.0,161100.0
Monaville,WV,33924.0,
Monongah,WV,55288.0,86700.0
Montcalm,WV,34143.0,33400.0
Montgomery,WV,27174.0,117300.0
Montrose,WV,70833.0,176900.0
Moorefield,WV,51985.0,148600.0
Morgantown,WV,41103.0,231100.0
Moundsville,WV,46070.0,93300.0
Mount Carbon,WV,56596.0,
Mount Gay-Shamrock,WV,43491.0,62400.0
Mount Hope,WV,25404.0,60500.0
Mullens,WV,66905.0,82300.0
Neibert,WV,48269.0,
Nettie,WV,,43700.0
Newark,WV,43555.0,84300.0
Newburg,WV,49219.0,47900.0
New Cumberland,WV,40000.0,89700.0
Newell,WV,23808.0,80300.0
New Haven,WV,58533.0,98900.0
New Martinsville,WV,50235.0,113000.0
New Richmond,WV,,
Nitro,WV,49742.0,110200.0
Northfork,WV,37059.0,31400.0
North Hills,WV,137875.0,235400.0
Norton,WV,,92600.0
Nutter Fort,WV,56125.0,113200.0
Oak Hill,WV,48050.0,111600.0
Oakvale,WV,,85000.0
Oceana,WV,37083.0,53600.0
Omar,WV,,
Osage,WV,,
Paden City,WV,53833.0,91700.0
Page,WV,53194.0,88400.0
Pageton,WV,,
Parcoal,WV,,
Parkersburg,WV,41921.0,104200.0
Parsons,WV,45729.0,88600.0
Paw Paw,WV,58750.0,84100.0
Pax,WV,,52900.0
Peach Creek,WV,,
Pea Ridge,WV,57863.0,171700.0
Pennsboro,WV,48452.0,72700.0
Pentress,WV,,
Petersburg,WV,46629.0,143900.0
Peterstown,WV,39167.0,114500.0
Philippi,WV,36563.0,97500.0
Pickens,WV,,
Piedmont,WV,47031.0,53400.0
Pinch,WV,73973.0,200200.0
Pine Grove,WV,72250.0,
Pineville,WV,51518.0,92100.0
Piney View,WV,39781.0,135700.0
Pleasant Valley,WV,61067.0,186500.0
Poca,WV,64408.0,158600.0
Point Pleasant,WV,45996.0,106400.0
Powellton,WV,,55800.0
Pratt,WV,67679.0,119300.0
Prichard,WV,77163.0,93500.0
Prince,WV,,83700.0
Princeton,WV,41782.0,116000.0
Prosperity,WV,66905.0,115000.0
Pullman,WV,57880.0,104900.0
Quinwood,WV,24063.0,58500.0
Rachel,WV,,83700.0
Racine,WV,70815.0,112000.0
Rainelle,WV,39338.0,91800.0
Raleigh,WV,39232.0,
Rand,WV,37230.0,78500.0
Ranson corporation,WV,80242.0,214300.0
Ravenswood,WV,31818.0,87600.0
Raymond City,WV,38542.0,107900.0
Raysal,WV,31154.0,
Reader,WV,,36800.0
Red Jacket,WV,,210700.0
Reedsville,WV,54223.0,179300.0
Reedy,WV,34063.0,59600.0
Reynoldsville,WV,68816.0,81400.0
Rhodell,WV,36250.0,
Richwood,WV,30962.0,68000.0
Ridgeley,WV,47788.0,122700.0
Ripley,WV,35489.0,122300.0
Rivesville,WV,59833.0,127300.0
Robinette,WV,23819.0,65600.0
Rock Cave,WV,,227000.0
Roderfield,WV,,
Romney,WV,34063.0,142900.0
Ronceverte,WV,40605.0,113200.0
Rossmore,WV,,
Rowlesburg,WV,50139.0,88300.0
Rupert,WV,27244.0,97700.0
St. Albans,WV,60524.0,135200.0
St. George,WV,,241700.0
St. Marys,WV,53125.0,122500.0
Salem,WV,45521.0,67400.0
Salt Rock,WV,23148.0,
Sand Fork,WV,51154.0,
Sarah Ann,WV,,58100.0
Scarbro,WV,,127200.0
Shady Spring,WV,64215.0,158800.0
Shannondale,WV,83125.0,236100.0
Shenandoah Junction,WV,102552.0,160700.0
Shepherdstown,WV,58875.0,429600.0
Shinnston,WV,55089.0,113900.0
Shrewsbury,WV,,85200.0
Sissonville,WV,54856.0,148500.0
Sistersville,WV,38950.0,77100.0
Smithers,WV,31536.0,
Smithfield,WV,22813.0,101900.0
Sophia,WV,33372.0,108400.0
South Charleston,WV,58756.0,146700.0
Spelter,WV,,
Spencer,WV,23983.0,105100.0
Sprague,WV,57160.0,111100.0
Springfield,WV,,90800.0
Stanaford,WV,60375.0,135600.0
Star City,WV,69063.0,249100.0
Stollings,WV,32279.0,80600.0
Stonewood,WV,49402.0,138300.0
Summersville,WV,53529.0,198200.0
Sutton,WV,37167.0,77400.0
Switzer,WV,40366.0,
Sylvester,WV,61000.0,83300.0
Teays Valley,WV,102349.0,265300.0
Terra Alta,WV,50278.0,81300.0
Thomas,WV,53000.0,151000.0
Thurmond,WV,,
Tioga,WV,78667.0,
Tornado,WV,79952.0,146300.0
Triadelphia,WV,45739.0,76000.0
Tunnelton,WV,56023.0,51100.0
Twilight,WV,,
Union,WV,30625.0,153200.0
Valley Bend,WV,128173.0,251300.0
Valley Grove,WV,50208.0,133400.0
Valley Head,WV,,
Van,WV,,
Verdunville,WV,50534.0,
Vienna,WV,62979.0,145500.0
Vivian,WV,,
Wallace,WV,51818.0,74800.0
War,WV,21150.0,26500.0
Wardensville,WV,39688.0,165600.0
Washington,WV,41920.0,205300.0
Waverly,WV,77833.0,215600.0
Wayne,WV,25391.0,83400.0
Weirton,WV,57373.0,114200.0
Welch,WV,32109.0,61500.0
Wellsburg,WV,39000.0,96200.0
West Dunbar,WV,31597.0,
West Hamlin,WV,36354.0,158500.0
West Liberty,WV,39181.0,113800.0
West Logan,WV,56094.0,68600.0
West Milford,WV,59297.0,122300.0
Weston,WV,44955.0,91300.0
Westover,WV,55625.0,159300.0
West Union,WV,88833.0,104700.0
Wheeling,WV,46516.0,131600.0
White Hall,WV,67679.0,222400.0
White Sulphur Springs,WV,47292.0,122000.0
Whitesville,WV,40625.0,77800.0
Whitmer,WV,,
Wiley Ford,WV,85938.0,166000.0
Williamson,WV,23173.0,96900.0
Williamstown,WV,68029.0,162300.0
Windsor Heights,WV,46058.0,58400.0
Winfield,WV,101500.0,229500.0
Wolf Summit,WV,,112100.0
Womelsdorf (Coalton),WV,46250.0,84400.0
Worthington,WV,34688.0,77700.0
Abbotsford,WI,58125.0,126100.0
Abrams,WI,88542.0,172900.0
Adams,WI,37024.0,86700.0
Adell,WI,69318.0,183000.0
Albany,WI,68039.0,161300.0
Algoma,WI,72232.0,123800.0
Allens Grove,WI,66875.0,186500.0
Allenton,WI,83232.0,188200.0
Allouez,WI,84198.0,203500.0
Alma,WI,53878.0,151100.0
Alma Center,WI,59167.0,115200.0
Almena,WI,43720.0,99400.0
Almond,WI,69107.0,123000.0
Alto,WI,70625.0,150000.0
Altoona,WI,77002.0,218800.0
Amberg,WI,38575.0,137000.0
Amery,WI,71111.0,162500.0
Amherst,WI,53625.0,205000.0
Amherst Junction,WI,93750.0,268200.0
Angelica,WI,88750.0,209400.0
Aniwa,WI,46875.0,84200.0
Antigo,WI,45581.0,91200.0
Appleton,WI,75469.0,192200.0
Arcadia,WI,62008.0,149100.0
Arena,WI,63125.0,179300.0
Argonne,WI,53750.0,133300.0
Argyle,WI,53977.0,127900.0
Arkansaw,WI,69375.0,113800.0
Arkdale,WI,46458.0,116100.0
Arlington,WI,99423.0,269200.0
Arpin,WI,52500.0,84300.0
Ashippun,WI,106012.0,329300.0
Ashland,WI,47239.0,144100.0
Ashwaubenon,WI,67748.0,222900.0
Athens,WI,58828.0,163300.0
Auburndale,WI,78362.0,187000.0
Augusta,WI,50243.0,134200.0
Avoca,WI,55139.0,86100.0
Babcock,WI,50625.0,56300.0
Bagley,WI,47500.0,109800.0
Baileys Harbor,WI,69950.0,310300.0
Baldwin,WI,73594.0,218400.0
Balsam Lake,WI,47857.0,170800.0
Bancroft,WI,70272.0,108000.0
Bangor,WI,72019.0,191100.0
Baraboo,WI,66592.0,192100.0
Barneveld,WI,116563.0,255700.0
Barron,WI,47297.0,116400.0
Barronett,WI,59250.0,99400.0
Batavia,WI,86096.0,227300.0
Bay City,WI,56071.0,117600.0
Bayfield,WI,69792.0,274300.0
Bayfront,WI,91705.0,283300.0
Bayside,WI,129348.0,407100.0
Bear Creek,WI,63889.0,99200.0
Beaver Dam,WI,65802.0,167800.0
Belgium,WI,71250.0,224800.0
Bell Center,WI,91250.0,187500.0
Belleville,WI,84474.0,253900.0
Bellevue,WI,76152.0,256100.0
Belmont,WI,80536.0,177600.0
Beloit,WI,57168.0,121900.0
Benton,WI,59231.0,134300.0
Berlin,WI,57656.0,133100.0
Big Bend,WI,127188.0,270400.0
Big Falls,WI,,63900.0
Big Foot Prairie,WI,,237500.0
Birch Hill,WI,57292.0,53300.0
Birchwood,WI,65469.0,150000.0
Birnamwood,WI,57250.0,117100.0
Biron,WI,54250.0,167600.0
Black Creek,WI,62768.0,162000.0
Black Earth,WI,65714.0,237800.0
Black River Falls,WI,42798.0,124700.0
Blair,WI,64704.0,124500.0
Blanchardville,WI,63456.0,155000.0
Bloomer,WI,48398.0,169100.0
Bloomfield,WI,95166.0,200800.0
Bloomington,WI,67768.0,133300.0
Blue Mounds,WI,71094.0,301500.0
Blue River,WI,55461.0,118900.0
Bluffview,WI,44314.0,
Boaz,WI,50000.0,95000.0
Bohners Lake,WI,74041.0,218300.0
Bonduel,WI,58167.0,157200.0
Boscobel,WI,52074.0,125800.0
Boulder Junction,WI,57188.0,
Bowler,WI,50000.0,127100.0
Boyceville,WI,55833.0,141600.0
Boyd,WI,58000.0,121600.0
Brandon,WI,79688.0,145400.0
Brice Prairie,WI,89013.0,242200.0
Briggsville,WI,76250.0,200000.0
Brillion,WI,62654.0,166900.0
Bristol,WI,103652.0,293200.0
Brodhead,WI,45601.0,154900.0
Brookfield,WI,121837.0,388600.0
Brooklyn,WI,97500.0,235700.0
Brothertown,WI,54009.0,210800.0
Brown Deer,WI,88164.0,207600.0
Browns Lake,WI,120719.0,288400.0
Brownsville,WI,94167.0,216700.0
Browntown,WI,63000.0,109100.0
Bruce,WI,45938.0,90000.0
Brule,WI,62375.0,227800.0
Buffalo City,WI,67955.0,175000.0
Burlington,WI,80529.0,262600.0
Burnett,WI,69375.0,142700.0
Butler,WI,53051.0,201300.0
Butte des Morts,WI,108125.0,346300.0
Butternut,WI,42917.0,72700.0
Cable,WI,37500.0,110200.0
Cadott,WI,65197.0,158000.0
Caledonia,WI,90346.0,260400.0
Cambria,WI,66000.0,149300.0
Cambridge,WI,90385.0,249800.0
Cameron,WI,65132.0,162700.0
Campbellsport,WI,73750.0,190800.0
Camp Douglas,WI,58750.0,108000.0
Caroline,WI,70972.0,133300.0
Cascade,WI,81806.0,162000.0
Casco,WI,85865.0,141300.0
Cashton,WI,64625.0,119200.0
Cassville,WI,57143.0,108800.0
Cataract,WI,64583.0,137500.0
Catawba,WI,63063.0,58900.0
Cazenovia,WI,60625.0,125000.0
Cecil,WI,74423.0,201100.0
Cedarburg,WI,79610.0,372500.0
Cedar Grove,WI,85724.0,195400.0
Ceex Haci,WI,,
Centuria,WI,35489.0,104400.0
Chain O' Lakes,WI,115341.0,598200.0
Chaseburg,WI,63750.0,157500.0
Chelsea,WI,40313.0,97500.0
Chenequa,WI,177500.0,1200000.0
Chetek,WI,51250.0,144200.0
Chief Lake,WI,65962.0,
Chili,WI,50714.0,118800.0
Chilton,WI,70099.0,154300.0
Chippewa Falls,WI,58558.0,173200.0
Clam Lake,WI,68787.0,344300.0
Clarks Mills,WI,83125.0,144800.0
Clayton,WI,46719.0,122800.0
Clear Lake,WI,71705.0,165700.0
Cleveland,WI,74632.0,176100.0
Clinton,WI,66950.0,168600.0
Clintonville,WI,58377.0,109100.0
Clyman,WI,68438.0,127800.0
Cobb,WI,78750.0,133500.0
Cochrane,WI,65625.0,131300.0
Colby,WI,51176.0,143900.0
Coleman,WI,47788.0,145200.0
Colfax,WI,65500.0,142600.0
Collins,WI,76250.0,161300.0
Coloma,WI,78125.0,114800.0
Columbus,WI,65727.0,209500.0
Combined Locks,WI,89375.0,225300.0
Como,WI,74659.0,241800.0
Conrath,WI,63750.0,156300.0
Coon Valley,WI,53958.0,161900.0
Cornell,WI,59375.0,123200.0
Cornucopia,WI,45139.0,173200.0
Cottage Grove,WI,123750.0,361100.0
Couderay,WI,50500.0,85000.0
Crandon,WI,47083.0,120500.0
Crivitz,WI,58929.0,131900.0
Cross Plains,WI,97843.0,336400.0
Cuba City,WI,73393.0,170100.0
Cudahy,WI,66592.0,189000.0
Cumberland,WI,42760.0,164400.0
Curtiss,WI,63750.0,76400.0
Dale,WI,67159.0,186600.0
Dallas,WI,54167.0,112900.0
Dalton,WI,73750.0,110800.0
Danbury,WI,44375.0,100000.0
Dane,WI,102000.0,314900.0
Darien,WI,62333.0,173100.0
Darlington,WI,60682.0,119400.0
Deerfield,WI,83264.0,281900.0
Deer Park,WI,50000.0,160300.0
DeForest,WI,97381.0,287300.0
Dekorra,WI,98281.0,212500.0
Delafield,WI,99239.0,458300.0
Delavan,WI,69238.0,181400.0
Delavan Lake,WI,66667.0,265700.0
Dellwood,WI,30500.0,147800.0
Denmark,WI,71750.0,164200.0
De Pere,WI,78733.0,232000.0
De Soto,WI,86996.0,114600.0
Diamond Bluff,WI,72250.0,268800.0
Diaperville,WI,46750.0,92000.0
Dickeyville,WI,65081.0,166000.0
Dodge,WI,50780.0,158300.0
Dodgeville,WI,68002.0,207500.0
Dorchester,WI,55179.0,128700.0
Dousman,WI,85909.0,365700.0
Downing,WI,57500.0,143100.0
Downsville,WI,93125.0,201000.0
Doylestown,WI,77500.0,133900.0
Dresser,WI,72143.0,173600.0
Drummond,WI,62734.0,100000.0
Dunbar,WI,81250.0,60000.0
Durand,WI,54237.0,126200.0
Dyckesville,WI,85536.0,407100.0
Eagle,WI,110500.0,290300.0
Eagle Lake,WI,84483.0,226400.0
Eagle River,WI,47169.0,155000.0
Eastman,WI,66042.0,169900.0
Easton,WI,64167.0,187500.0
East Troy,WI,79504.0,243600.0
Eau Claire,WI,63882.0,209200.0
Eden,WI,64290.0,148900.0
Edgar,WI,58500.0,147600.0
Edgerton,WI,80255.0,218900.0
Edmund,WI,51667.0,154200.0
Egg Harbor,WI,77500.0,403300.0
Eland,WI,63438.0,111100.0
Elcho,WI,37500.0,76300.0
Elderon,WI,50833.0,88800.0
Eleva,WI,51875.0,153700.0
Elkhart Lake,WI,82045.0,266000.0
Elkhorn,WI,72958.0,226100.0
Elk Mound,WI,73000.0,137900.0
Ellison Bay,WI,83000.0,287500.0
Ellsworth,WI,72326.0,202100.0
Elm Grove,WI,126996.0,433300.0
Elmwood,WI,56071.0,152600.0
Elmwood Park,WI,59103.0,221400.0
Elroy,WI,57583.0,106400.0
Embarrass,WI,34286.0,130000.0
Emerald,WI,47679.0,120000.0
Endeavor,WI,47411.0,133100.0
Ephraim,WI,72292.0,461900.0
Ettrick,WI,61806.0,136400.0
Eureka,WI,51806.0,149000.0
Evansville,WI,83431.0,236500.0
Exeland,WI,33750.0,98800.0
Fairchild,WI,45000.0,79600.0
Fairwater,WI,67083.0,119000.0
Fall Creek,WI,76417.0,179600.0
Fall River,WI,74688.0,230200.0
Fennimore,WI,65031.0,145500.0
Fenwood,WI,77500.0,109600.0
Ferryville,WI,68125.0,196900.0
Fitchburg,WI,87253.0,377600.0
Florence,WI,30500.0,33500.0
Fond du Lac,WI,58675.0,148500.0
Fontana-on-Geneva Lake,WI,102955.0,549200.0
Footville,WI,61250.0,139400.0
Forest Junction,WI,77727.0,179900.0
Forestville,WI,61071.0,147400.0
Fort Atkinson,WI,72215.0,191300.0
Fountain City,WI,57500.0,167600.0
Fox Crossing,WI,70664.0,206100.0
