name,state,median_household_income,median_home_value
Forada,MN,64063.0,231300.0
Forest Lake,MN,91157.0,357500.0
Foreston,MN,86250.0,231400.0
Fort Ripley,MN,51042.0,209100.0
Fosston,MN,45893.0,124400.0
Fountain,MN,71875.0,164200.0
Foxhome,MN,57188.0,83800.0
Franklin,MN,56250.0,82400.0
Frazee,MN,42083.0,158300.0
Freeborn,MN,37083.0,78100.0
Freeport,MN,91250.0,198100.0
Fridley,MN,76592.0,257100.0
Frontenac,MN,107917.0,234600.0
Frost,MN,62969.0,63900.0
Fulda,MN,69583.0,140000.0
Funkley,MN,21375.0,22900.0
Garden City,MN,74063.0,136500.0
Garfield,MN,68750.0,163700.0
Garrison,MN,55000.0,77000.0
Garvin,MN,,52500.0
Gary,MN,73750.0,116300.0
Gaylord,MN,62083.0,150500.0
Gem Lake,MN,129583.0,452600.0
Geneva,MN,51250.0,169500.0
Genola,MN,85625.0,188300.0
Georgetown,MN,46250.0,100000.0
Ghent,MN,69375.0,148400.0
Gibbon,MN,42120.0,87800.0
Gilbert,MN,51250.0,109000.0
Gilman,MN,65673.0,205800.0
Glencoe,MN,67547.0,204500.0
Glenville,MN,53182.0,113300.0
Glenwood,MN,50767.0,176900.0
Glyndon,MN,90515.0,242700.0
Golden Valley,MN,110026.0,381400.0
Gonvick,MN,,95000.0
Goodhue,MN,86125.0,203300.0
Goodland,MN,,
Goodridge,MN,49063.0,68800.0
Good Thunder,MN,76667.0,156400.0
Goodview,MN,66065.0,182900.0
Graceville,MN,51719.0,106000.0
Granada,MN,53438.0,77500.0
Grand Marais,MN,68640.0,260200.0
Grand Meadow,MN,65066.0,164100.0
Grand Rapids,MN,53317.0,188100.0
Granite Falls,MN,58350.0,148100.0
Grant,MN,136579.0,603800.0
Grasston,MN,90417.0,139600.0
Greenbush,MN,55625.0,98700.0
Greenfield,MN,142214.0,501900.0
Green Isle,MN,81250.0,174300.0
Greenwald,MN,81250.0,136100.0
Greenwood,MN,197000.0,1077600.0
Grey Eagle,MN,53750.0,129200.0
Grove City,MN,50521.0,129200.0
Grygla,MN,60341.0,68000.0
Gully,MN,39265.0,
Hackensack,MN,33750.0,153100.0
Hadley,MN,79167.0,52500.0
Hallock,MN,64185.0,114200.0
Halma,MN,35625.0,
Halstad,MN,53750.0,118200.0
Hamburg,MN,71750.0,213400.0
Ham Lake,MN,112854.0,409600.0
Hammond,MN,67813.0,147200.0
Hampton,MN,92188.0,286700.0
Hancock,MN,67019.0,85900.0
Hanley Falls,MN,61250.0,67600.0
Hanover,MN,145156.0,396600.0
Hanska,MN,62708.0,87800.0
Harding,MN,63750.0,144400.0
Hardwick,MN,32500.0,74300.0
Harmony,MN,64300.0,167400.0
Harris,MN,96250.0,271600.0
Hartland,MN,60972.0,131300.0
Hastings,MN,87722.0,273100.0
Hatfield,MN,83500.0,
Hawley,MN,86667.0,232000.0
Hayfield,MN,68125.0,153800.0
Hayward,MN,51719.0,110700.0
Hazel Run,MN,61786.0,85000.0
Hector,MN,57788.0,112500.0
Heidelberg,MN,107321.0,242200.0
Henderson,MN,89531.0,187100.0
Hendricks,MN,46875.0,69000.0
Hendrum,MN,50179.0,84500.0
Henning,MN,43611.0,116400.0
Henriette,MN,26250.0,84000.0
Herman,MN,60000.0,97200.0
Hermantown,MN,85417.0,342500.0
Heron Lake,MN,65750.0,83600.0
Hewitt,MN,57083.0,78900.0
Hibbing,MN,52881.0,119200.0
High Forest,MN,130139.0,308300.0
Hill City,MN,43125.0,95800.0
Hillman,MN,66250.0,120800.0
Hills,MN,77917.0,162500.0
Hilltop,MN,46188.0,23600.0
Hinckley,MN,40909.0,157700.0
Hitterdal,MN,48611.0,106300.0
Hoffman,MN,53889.0,93300.0
Hokah,MN,58750.0,165300.0
Holdingford,MN,83795.0,167000.0
Holland,MN,74167.0,61700.0
Hollandale,MN,61250.0,129400.0
Holloway,MN,44688.0,57700.0
Holt,MN,71250.0,90000.0
Homer,MN,58839.0,244000.0
Hopkins,MN,70058.0,320200.0
Houston,MN,45417.0,132600.0
Howard Lake,MN,85677.0,217300.0
Hoyt Lakes,MN,70583.0,84900.0
Hubbard,MN,40313.0,82500.0
Hugo,MN,110160.0,360600.0
Humboldt,MN,,217300.0
Hutchinson,MN,64635.0,187300.0
Ihlen,MN,60859.0,84200.0
Independence,MN,191736.0,717900.0
Inger,MN,38173.0,
International Falls,MN,54680.0,114000.0
Inver Grove Heights,MN,98719.0,337200.0
Iona,MN,44063.0,55900.0
Iron Junction,MN,35417.0,110400.0
Ironton,MN,48125.0,127600.0
Isanti,MN,76146.0,231100.0
Isle,MN,46667.0,187500.0
Ivanhoe,MN,52000.0,72200.0
Jackson,MN,65531.0,121800.0
Janesville,MN,71053.0,173900.0
Jasper,MN,45341.0,64900.0
Jeffers,MN,45250.0,73100.0
Jenkins,MN,61806.0,247500.0
Johnson,MN,,104200.0
Jordan,MN,111290.0,307600.0
Kandiyohi,MN,70417.0,152200.0
Karlstad,MN,50536.0,118600.0
Kasota,MN,65781.0,162500.0
Kasson,MN,91581.0,243100.0
Keewatin,MN,50658.0,74400.0
Kelliher,MN,,154100.0
Kellogg,MN,63750.0,163900.0
Kennedy,MN,66750.0,66700.0
Kenneth,MN,28750.0,44000.0
Kensington,MN,45000.0,84200.0
Kent,MN,71250.0,92500.0
Kenyon,MN,72734.0,154000.0
Kerkhoven,MN,60729.0,148300.0
Kerrick,MN,42500.0,
Kettle River,MN,51250.0,106300.0
Kiester,MN,44091.0,44100.0
Kilkenny,MN,,85000.0
Kimball,MN,74750.0,186000.0
Kinbrae,MN,38750.0,25000.0
Kingston,MN,90625.0,207800.0
Kinney,MN,52250.0,91300.0
Knife River,MN,73583.0,650000.0
La Crescent,MN,70813.0,232300.0
Lafayette,MN,86875.0,125400.0
Lake Benton,MN,45500.0,93800.0
Lake Bronson,MN,52614.0,42500.0
Lake City,MN,71324.0,225800.0
Lake Crystal,MN,74316.0,186300.0
Lake Elmo,MN,158269.0,546700.0
Lakefield,MN,58977.0,112500.0
Lake George,MN,67500.0,209100.0
Lake Henry,MN,96250.0,112500.0
Lakeland,MN,96176.0,340700.0
Lakeland Shores,MN,131429.0,404300.0
Lake Lillian,MN,61250.0,87500.0
Lake Park,MN,63125.0,132700.0
Lake St. Croix Beach,MN,95313.0,307400.0
Lake Shore,MN,100000.0,450000.0
Lakeville,MN,129069.0,395900.0
Lake Wilson,MN,64375.0,83300.0
Lamberton,MN,60781.0,83000.0
Lancaster,MN,58750.0,112500.0
Landfall,MN,38971.0,21200.0
Lanesboro,MN,71750.0,164000.0
Lansing,MN,,70000.0
Laporte,MN,55500.0,135400.0
La Prairie,MN,67917.0,188600.0
La Salle,MN,58250.0,70000.0
Lastrup,MN,55000.0,98800.0
Lauderdale,MN,73931.0,274700.0
Le Center,MN,63944.0,171600.0
Lengby,MN,57813.0,42500.0
Leonard,MN,71250.0,106300.0
Leonidas,MN,,90000.0
Leota,MN,54861.0,90000.0
Le Roy,MN,51250.0,94700.0
Lester Prairie,MN,81597.0,202500.0
Le Sueur,MN,68750.0,198600.0
Lewiston,MN,89219.0,199300.0
Lewisville,MN,55000.0,45900.0
Lexington,MN,76047.0,262900.0
Lilydale,MN,86875.0,379500.0
Lindstrom,MN,98456.0,304300.0
Lino Lakes,MN,120745.0,357300.0
Lismore,MN,56069.0,46800.0
Litchfield,MN,60804.0,169500.0
Little Canada,MN,69673.0,300100.0
Little Falls,MN,44455.0,170700.0
Littlefork,MN,58641.0,109100.0
Little Rock,MN,44931.0,56600.0
Long Beach,MN,98000.0,327900.0
Long Lake,MN,83750.0,373000.0
Long Prairie,MN,60313.0,117200.0
Longville,MN,47788.0,258100.0
Lonsdale,MN,95265.0,298100.0
Loretto,MN,85625.0,316700.0
Louisburg,MN,48250.0,45000.0
Lowry,MN,76250.0,130600.0
Lucan,MN,45000.0,84000.0
Lutsen,MN,52031.0,293800.0
Luverne,MN,66394.0,173800.0
Lyle,MN,53594.0,106900.0
Lynd,MN,70417.0,151300.0
Mabel,MN,65125.0,108700.0
McGrath,MN,8750.0,
McGregor,MN,,105000.0
McIntosh,MN,41250.0,86300.0
McKinley,MN,54583.0,125000.0
Madelia,MN,74625.0,140700.0
Madison,MN,49063.0,88900.0
Madison Lake,MN,104583.0,270800.0
Magnolia,MN,55000.0,63800.0
Mahnomen,MN,41875.0,78500.0
Mahnomen,MN,12000.0,
Mahtomedi,MN,126579.0,435600.0
Mahtowa,MN,82708.0,237500.0
Manchester,MN,61250.0,
Manhattan Beach,MN,51250.0,
Mankato,MN,61726.0,236200.0
Mantorville,MN,113036.0,263000.0
Maple Grove,MN,127001.0,379800.0
Maple Lake,MN,69702.0,211500.0
Maple Plain,MN,77813.0,307200.0
Mapleton,MN,77768.0,168200.0
Mapleview,MN,36875.0,57100.0
Maplewood,MN,86769.0,282000.0
Marble,MN,51094.0,94700.0
Marietta,MN,33125.0,47700.0
Marine on St. Croix,MN,135242.0,448100.0
Marion,MN,119500.0,248100.0
Marshall,MN,60532.0,188100.0
Martin Lake,MN,111607.0,329200.0
Mayer,MN,114504.0,307600.0
Maynard,MN,40882.0,74600.0
Mazeppa,MN,84917.0,209600.0
Meadowlands,MN,40313.0,48300.0
Medford,MN,98036.0,212500.0
Medicine Lake,MN,136250.0,1037200.0
Medina,MN,202153.0,679900.0
Meire Grove,MN,66500.0,175000.0
Melrose,MN,54951.0,183400.0
Menahga,MN,54167.0,139400.0
Mendota,MN,104375.0,391700.0
Mendota Heights,MN,129800.0,477900.0
Mentor,MN,39583.0,57800.0
Merrifield,MN,61168.0,
Middle River,MN,55417.0,93300.0
Midway,MN,33750.0,
Miesville,MN,89063.0,315000.0
Milaca,MN,46218.0,164600.0
Milan,MN,65000.0,60000.0
Millerville,MN,83000.0,157500.0
Millville,MN,67500.0,140300.0
Milroy,MN,60625.0,95600.0
Miltona,MN,59107.0,171400.0
Minneapolis,MN,76332.0,328700.0
Minneiska,MN,70625.0,217600.0
Minneota,MN,65500.0,150400.0
Minnesota City,MN,62500.0,165900.0
Minnesota Lake,MN,65938.0,127300.0
Minnetonka,MN,114867.0,430800.0
Minnetonka Beach,MN,250001.0,1223200.0
Minnetrista,MN,162474.0,581800.0
Mizpah,MN,69844.0,153100.0
Montevideo,MN,49435.0,124500.0
Montgomery,MN,61677.0,206300.0
Monticello,MN,80290.0,279600.0
Montrose,MN,89100.0,251200.0
Moorhead,MN,68680.0,234300.0
Moose Lake,MN,49722.0,164100.0
Mora,MN,51577.0,160000.0
Morgan,MN,56750.0,99600.0
Morris,MN,59261.0,178300.0
Morristown,MN,75054.0,169700.0
Morton,MN,62083.0,72900.0
Motley,MN,46563.0,136300.0
Mound,MN,89855.0,327500.0
Mounds View,MN,89358.0,273300.0
Mountain Iron,MN,67429.0,166900.0
Mountain Lake,MN,54107.0,115400.0
Murdock,MN,67614.0,87300.0
Myrtle,MN,42500.0,56700.0
Nashua,MN,,128100.0
Nashwauk,MN,59615.0,103600.0
Nassau,MN,70625.0,45800.0
Naytahwaush,MN,31111.0,80000.0
Nelson,MN,50833.0,161300.0
Nerstrand,MN,67500.0,174500.0
Nett Lake,MN,,77500.0
Nevis,MN,54583.0,169800.0
New Auburn,MN,62125.0,124000.0
New Brighton,MN,84707.0,333300.0
Newfolden,MN,68750.0,135400.0
New Germany,MN,87143.0,225000.0
New Hope,MN,69244.0,294600.0
New London,MN,67105.0,201800.0
New Munich,MN,84167.0,146700.0
Newport,MN,62039.0,298500.0
New Prague,MN,101579.0,305800.0
New Richland,MN,54464.0,128500.0
New Trier,MN,91250.0,195800.0
New Ulm,MN,59985.0,170200.0
New York Mills,MN,46458.0,130300.0
Nicollet,MN,73500.0,190200.0
Nielsville,MN,38571.0,73300.0
Nimrod,MN,,68100.0
Nisswa,MN,94650.0,411800.0
Norcross,MN,94083.0,63800.0
North Branch,MN,94564.0,273800.0
Northfield,MN,83125.0,286900.0
North Mankato,MN,74602.0,235500.0
North Oaks,MN,235714.0,714600.0
Northome,MN,58750.0,75600.0
Northrop,MN,59643.0,103100.0
North St. Paul,MN,77475.0,270600.0
Norwood Young America,MN,76538.0,268000.0
Nowthen,MN,149297.0,434700.0
Oakdale,MN,86003.0,288700.0
Oak Grove,MN,118871.0,382500.0
Oak Park Heights,MN,77132.0,318800.0
Odessa,MN,46875.0,61800.0
Odin,MN,49375.0,61500.0
Ogema,MN,51750.0,83100.0
Ogilvie,MN,43750.0,87700.0
Okabena,MN,93125.0,96500.0
Oklee,MN,52045.0,100900.0
Olivia,MN,60881.0,155200.0
Onamia,MN,25417.0,112900.0
Ormsby,MN,57500.0,70600.0
Orono,MN,173209.0,874500.0
Oronoco,MN,153393.0,402900.0
Orr,MN,77188.0,88800.0
Ortonville,MN,53516.0,101700.0
Osage,MN,53750.0,226900.0
Osakis,MN,51477.0,159100.0
Oslo,MN,72000.0,115000.0
Osseo,MN,65463.0,251700.0
Ostrander,MN,69583.0,121500.0
Otsego,MN,122420.0,351100.0
Ottertail,MN,93056.0,272500.0
Owatonna,MN,78295.0,216700.0
Palisade,MN,40417.0,81300.0
Parkers Prairie,MN,57875.0,142500.0
Park Rapids,MN,42892.0,222300.0
Paynesville,MN,67768.0,160800.0
Pease,MN,58214.0,149000.0
Pelican Rapids,MN,56477.0,175800.0
Pemberton,MN,59167.0,153100.0
Pennock,MN,75179.0,136900.0
Pequot Lakes,MN,73125.0,230300.0
Perham,MN,46509.0,172900.0
Perley,MN,69000.0,84400.0
Peterson,MN,63125.0,103900.0
Pickwick,MN,53750.0,230200.0
Pierz,MN,58750.0,155000.0
Pillager,MN,64250.0,141700.0
Pine Bend,MN,28750.0,9999.0
Pine City,MN,49336.0,175900.0
Pine Island,MN,85500.0,293800.0
Pine Point,MN,40455.0,75000.0
Pine River,MN,38125.0,133100.0
Pine Springs,MN,160625.0,579300.0
Pipestone,MN,65144.0,101000.0
Plainview,MN,63194.0,201100.0
Plato,MN,67500.0,213400.0
Plummer,MN,78750.0,114600.0
Plymouth,MN,130131.0,447600.0
Ponemah,MN,74196.0,102700.0
Porter,MN,47361.0,91300.0
Preston,MN,56354.0,154400.0
Princeton,MN,48951.0,190300.0
Prinsburg,MN,98750.0,162300.0
Prior Lake,MN,129539.0,400500.0
Proctor,MN,80385.0,196200.0
Quamba,MN,46250.0,122900.0
Racine,MN,82232.0,218300.0
Ramsey,MN,110212.0,334200.0
Randall,MN,50000.0,157100.0
Randolph,MN,89375.0,260100.0
Ranier,MN,74602.0,128800.0
Raymond,MN,72917.0,134600.0
Redby,MN,43125.0,102400.0
Red Lake,MN,52929.0,137800.0
Red Lake Falls,MN,58239.0,122600.0
Red Wing,MN,65107.0,212700.0
Redwood Falls,MN,64214.0,156300.0
Regal,MN,78750.0,112500.0
Remer,MN,31406.0,122400.0
Renville,MN,64412.0,100000.0
Revere,MN,47500.0,65000.0
Rice,MN,100208.0,223200.0
Rice Lake,MN,43333.0,30000.0
Rice Lake,MN,91442.0,273200.0
Richfield,MN,80712.0,294000.0
Richmond,MN,64865.0,215400.0
Richville,MN,,106300.0
Riverland,MN,28654.0,
Riverton,MN,57083.0,106300.0
Robbinsdale,MN,80125.0,266600.0
Rochester,MN,83973.0,268800.0
Rock Creek,MN,92344.0,279300.0
Rockford,MN,76181.0,250800.0
Rockville,MN,86641.0,297900.0
Rogers,MN,154611.0,409000.0
Rollingstone,MN,87000.0,214200.0
Ronneby,MN,126250.0,400000.0
Roosevelt,MN,56000.0,
Roscoe,MN,43250.0,178600.0
Roseau,MN,62829.0,138500.0
Rose Creek,MN,68036.0,133300.0
Rosemount,MN,127252.0,378500.0
Roseville,MN,87702.0,318400.0
Rothsay,MN,75833.0,145300.0
Round Lake,MN,64063.0,86900.0
Royalton,MN,54167.0,189900.0
Roy Lake,MN,,275000.0
Rush City,MN,56436.0,189100.0
Rushford,MN,70543.0,196200.0
Rushford Village,MN,91250.0,285400.0
Rushmore,MN,41250.0,107500.0
Russell,MN,59750.0,102700.0
Ruthton,MN,40250.0,49300.0
Rutledge,MN,61477.0,116300.0
Sabin,MN,118750.0,240100.0
Sacred Heart,MN,59107.0,56700.0
St. Anthony (Hennepin and Ramsey Counties),MN,91955.0,350300.0
St. Anthony (Stearns County),MN,64167.0,147500.0
St. Augusta,MN,120526.0,307800.0
St. Bonifacius,MN,101319.0,326700.0
St. Charles,MN,91326.0,220500.0
St. Clair,MN,98043.0,186300.0
St. Cloud,MN,58910.0,189600.0
St. Francis,MN,98390.0,275500.0
St. Hilaire,MN,88750.0,149300.0
St. James,MN,50938.0,94900.0
St. John's University,MN,,187500.0
St. Joseph,MN,74318.0,231300.0
St. Leo,MN,54500.0,48800.0
St. Louis Park,MN,94263.0,357900.0
St. Martin,MN,72083.0,190700.0
St. Marys Point,MN,105625.0,438200.0
St. Michael,MN,123318.0,344600.0
St. Paul,MN,69919.0,264900.0
St. Paul Park,MN,92760.0,249100.0
St. Peter,MN,67255.0,217400.0
St. Rosa,MN,75833.0,190000.0
St. Stephen,MN,91250.0,223900.0
St. Vincent,MN,49375.0,62500.0
Sanborn,MN,41250.0,60000.0
Sandstone,MN,39602.0,119100.0
Sargeant,MN,63438.0,122500.0
Sartell,MN,74177.0,263500.0
Sauk Centre,MN,68094.0,184500.0
Sauk Rapids,MN,66442.0,225600.0
Savage,MN,123069.0,377600.0
Scandia,MN,97159.0,458700.0
Scanlon,MN,73125.0,204100.0
Seaforth,MN,56875.0,112500.0
Searles,MN,108333.0,187900.0
Sebeka,MN,42045.0,76700.0
Sedan,MN,55500.0,65000.0
Shafer,MN,92321.0,209200.0
Shakopee,MN,103924.0,348300.0
Shelly,MN,53333.0,77100.0
Sherburn,MN,59844.0,81700.0
Shevlin,MN,59750.0,55000.0
Shoreview,MN,106153.0,349300.0
Shorewood,MN,163525.0,643300.0
Silver Bay,MN,65882.0,129100.0
Silver Creek,MN,69286.0,236400.0
Silver Lake,MN,70547.0,163500.0
Skyline,MN,90625.0,265200.0
Slayton,MN,58026.0,143900.0
Sleepy Eye,MN,63163.0,130000.0
Sobieski,MN,67500.0,134400.0
Solway,MN,122560.0,179300.0
Soudan,MN,54779.0,89800.0
South End,MN,39375.0,
South Haven,MN,90625.0,187500.0
South St. Paul,MN,82644.0,249600.0
Spicer,MN,68571.0,258600.0
Springfield,MN,61411.0,118100.0
Spring Grove,MN,59792.0,130400.0
Spring Hill,MN,80417.0,177300.0
Spring Lake Park,MN,74697.0,261900.0
Spring Park,MN,48684.0,540700.0
Spring Valley,MN,66250.0,139700.0
Squaw Lake,MN,58125.0,175000.0
Stacy,MN,71389.0,181800.0
Stanchfield,MN,64583.0,180000.0
Staples,MN,45982.0,120400.0
Starbuck,MN,57167.0,139500.0
Steen,MN,53542.0,56400.0
Stephen,MN,65625.0,94200.0
Stewart,MN,52813.0,99400.0
Stewartville,MN,92961.0,244100.0
Stillwater,MN,107986.0,382900.0
Stockton,MN,71111.0,211500.0
Storden,MN,78750.0,57300.0
Strandquist,MN,,26300.0
Strathcona,MN,36875.0,
Sturgeon Lake,MN,71875.0,171700.0
Sunburg,MN,,59400.0
Sunfish Lake,MN,250001.0,1167900.0
Swanville,MN,55313.0,130000.0
Taconite,MN,70000.0,169000.0
Tamarack,MN,47292.0,125000.0
Taopi,MN,73750.0,105000.0
Taunton,MN,50893.0,66100.0
Taylors Falls,MN,60313.0,234900.0
Tenstrike,MN,56250.0,194200.0
The Lakes,MN,85833.0,360000.0
The Ranch,MN,,
Thief River Falls,MN,65086.0,160300.0
Tintah,MN,33750.0,
Tonka Bay,MN,141875.0,820800.0
Tower,MN,57813.0,126700.0
Tracy,MN,63201.0,95600.0
Trail,MN,,53800.0
Trimont,MN,66354.0,78700.0
Trommald,MN,50729.0,
Trosky,MN,56875.0,89200.0
Truman,MN,57917.0,94000.0
Turtle River,MN,83438.0,192500.0
Twin Lakes,MN,43750.0,
Twin Lakes,MN,62500.0,197100.0
Twin Valley,MN,52404.0,84800.0
Two Harbors,MN,63565.0,171300.0
Tyler,MN,62847.0,114900.0
Ulen,MN,36979.0,117400.0
Underwood,MN,61000.0,146100.0
Upsala,MN,60956.0,133500.0
Urbank,MN,66250.0,75000.0
Utica,MN,76250.0,172900.0
Vadnais Heights,MN,89632.0,314700.0
Vergas,MN,68125.0,157900.0
Vermillion,MN,95000.0,279200.0
Verndale,MN,34053.0,98200.0
Vernon Center,MN,69375.0,132400.0
Vesta,MN,66667.0,97300.0
Victoria,MN,179515.0,534700.0
Viking,MN,72000.0,120000.0
Villard,MN,50556.0,128300.0
Vineland,MN,56513.0,142300.0
Vining,MN,,147500.0
Virginia,MN,49789.0,111200.0
Wabasha,MN,60893.0,196500.0
Wabasso,MN,60144.0,105000.0
Waconia,MN,101619.0,387600.0
Wadena,MN,44450.0,151900.0
Wahkon,MN,51000.0,181300.0
Waite Park,MN,52391.0,201200.0
Waldorf,MN,50833.0,110300.0
Walker,MN,32857.0,193300.0
Walnut Grove,MN,61354.0,70500.0
Walters,MN,33594.0,58000.0
Waltham,MN,59375.0,129500.0
Wanamingo,MN,78375.0,227200.0
Wanda,MN,78214.0,
Warba,MN,44375.0,102100.0
Warren,MN,55882.0,117200.0
Warroad,MN,49000.0,171400.0
Warsaw,MN,112969.0,256500.0
Waseca,MN,62632.0,176900.0
Watertown,MN,101667.0,285400.0
Waterville,MN,66136.0,193800.0
Watkins,MN,62500.0,136100.0
Watson,MN,41875.0,70300.0
Waubun,MN,57188.0,80600.0
Waverly,MN,108731.0,270400.0
Wayzata,MN,118456.0,935500.0
Welcome,MN,57321.0,91900.0
Wells,MN,55337.0,92500.0
Wendell,MN,62500.0,61700.0
Westbrook,MN,40278.0,68800.0
West Concord,MN,75625.0,140800.0
Westport,MN,72500.0,102800.0
West Roy Lake,MN,,
West St. Paul,MN,68359.0,269500.0
West Union,MN,63750.0,102100.0
Whalan,MN,86875.0,208300.0
Wheaton,MN,49727.0,80900.0
Whipholt,MN,72500.0,266700.0
White Bear Lake,MN,79699.0,294500.0
White Earth,MN,21420.0,
Wilder,MN,70417.0,9999.0
Willernie,MN,77321.0,271400.0
Williams,MN,27059.0,34400.0
Willmar,MN,59132.0,175000.0
Willow River,MN,47083.0,199000.0
Wilmont,MN,51250.0,117500.0
Wilton,MN,54943.0,
Windom,MN,54603.0,141900.0
Winger,MN,42500.0,89000.0
Winnebago,MN,58750.0,98400.0
Winona,MN,52500.0,176600.0
Winsted,MN,68295.0,183600.0
Winthrop,MN,62083.0,152100.0
Winton,MN,53750.0,90000.0
Wolf Lake,MN,68750.0,131300.0
Wolverton,MN,43977.0,
Woodbury,MN,125097.0,409900.0
Wood Lake,MN,69500.0,86600.0
Woodland,MN,203750.0,1185000.0
Woodstock,MN,53804.0,
Worthington,MN,58690.0,162800.0
Wrenshall,MN,88250.0,214300.0
Wright,MN,66250.0,135400.0
Wykoff,MN,64000.0,125700.0
Wyoming,MN,99821.0,302300.0
Zemple,MN,95192.0,44400.0
Zimmerman,MN,79720.0,261600.0
Zumbro Falls,MN,84750.0,224100.0
Zumbrota,MN,72061.0,239000.0
Abbeville,MS,52857.0,158100.0
Aberdeen,MS,46788.0,89900.0
Ackerman,MS,36230.0,133800.0
Agricola,MS,,105500.0
Alcorn State University,MS,,
Algoma,MS,63889.0,161900.0
Alligator,MS,21477.0,83000.0
Amory,MS,52298.0,145100.0
Anguilla,MS,27917.0,62500.0
Arcola,MS,25694.0,53000.0
Arkabutla,MS,71146.0,
Arnold Line,MS,41232.0,140800.0
Artesia,MS,19444.0,106900.0
Ashland,MS,40179.0,97600.0
Austin,MS,,
Baldwyn,MS,44464.0,95400.0
Bassfield,MS,37708.0,101600.0
Batesville,MS,57813.0,189200.0
Baxterville,MS,42992.0,9999.0
Bay St. Louis,MS,63508.0,225800.0
Bay Springs,MS,48031.0,147800.0
Beaumont,MS,75071.0,211100.0
Beauregard,MS,53036.0,81300.0
Beechwood,MS,75450.0,204300.0
Belmont,MS,40902.0,151500.0
Belzoni,MS,37528.0,81000.0
Benndale,MS,,
Benoit,MS,,82000.0
Benton,MS,58958.0,
Bentonia,MS,25673.0,89200.0
Bethlehem,MS,21250.0,
Beulah,MS,29258.0,80900.0
Big Creek,MS,62679.0,76100.0
Biggersville,MS,35758.0,84300.0
Big Point,MS,110946.0,169000.0
Biloxi,MS,55775.0,196600.0
Blue Mountain,MS,55106.0,75800.0
Blue Springs,MS,67500.0,158300.0
Bobo,MS,,
Bogue Chitto (Lincoln County),MS,,
Bogue Chitto (Kemper and Neshoba Counties),MS,,53100.0
Bolivar,MS,,
Bolton,MS,53523.0,86100.0
Bond,MS,,23600.0
Booneville,MS,48655.0,130200.0
Bovina,MS,,116300.0
Boyle,MS,33750.0,118800.0
Brandon,MS,89051.0,242700.0
Braxton,MS,51875.0,121600.0
Bridgetown,MS,121523.0,280600.0
Brookhaven,MS,32869.0,110800.0
Brooksville,MS,22692.0,65000.0
Bruce,MS,30094.0,69300.0
Buckatunna,MS,,
Bude,MS,30462.0,68800.0
Burnsville,MS,39605.0,74000.0
Byhalia,MS,38614.0,107700.0
Byram,MS,72536.0,161600.0
Caledonia,MS,76875.0,163500.0
Calhoun City,MS,41375.0,77300.0
Canton,MS,33411.0,113100.0
Carrollton,MS,80977.0,119300.0
Carthage,MS,47722.0,142000.0
Cary,MS,40000.0,
Centreville,MS,44779.0,58400.0
Chalybeate,MS,,
Charleston,MS,34137.0,84700.0
Chunky,MS,43125.0,
Clara,MS,,88800.0
Clarksdale,MS,35377.0,84700.0
Cleary,MS,,124100.0
Cleveland,MS,42005.0,155200.0
Clinton,MS,71315.0,204100.0
Cloverdale,MS,41959.0,
Coahoma,MS,22813.0,53300.0
Coffeeville,MS,30691.0,88300.0
Coldwater,MS,38883.0,87000.0
Collins,MS,31435.0,76000.0
Collinsville,MS,72574.0,166100.0
Columbia,MS,29470.0,95200.0
Columbus,MS,38954.0,120300.0
Columbus AFB,MS,73661.0,
Como,MS,23533.0,170300.0
Conehatta,MS,43728.0,118900.0
Corinth,MS,40546.0,153700.0
Courtland,MS,35729.0,92000.0
Crawford,MS,34948.0,85300.0
Crenshaw,MS,35685.0,80600.0
Crosby,MS,14250.0,93000.0
Crowder,MS,,48500.0
Cruger,MS,29570.0,64800.0
Crystal Springs,MS,44653.0,69900.0
Darling,MS,,27500.0
Decatur,MS,44321.0,104200.0
De Kalb,MS,34712.0,84100.0
DeLisle,MS,89274.0,212200.0
Delta City,MS,,
Dennis,MS,,
Derma,MS,41250.0,68300.0
De Soto,MS,,
Diamondhead,MS,80504.0,220900.0
D'Iberville,MS,52625.0,168800.0
D'Lo,MS,31339.0,88000.0
Doddsville,MS,31528.0,92800.0
Drew,MS,21512.0,59100.0
Dublin,MS,,
Duck Hill,MS,40550.0,95500.0
Dumas,MS,52500.0,91000.0
Duncan,MS,46212.0,9999.0
Dundee,MS,,
Durant,MS,25552.0,55400.0
Eagle Bend,MS,37115.0,67100.0
Eastabuchie,MS,84417.0,
Ecru,MS,52350.0,145800.0
Eden,MS,,
Edwards,MS,31304.0,98300.0
Elizabeth,MS,,
Elliott,MS,53011.0,55400.0
Ellisville,MS,30479.0,97800.0
Enterprise,MS,70156.0,112500.0
Escatawpa,MS,33529.0,83000.0
Ethel,MS,36250.0,68000.0
Eudora,MS,73111.0,220800.0
Eupora,MS,43889.0,89400.0
Falcon,MS,,56100.0
Falkner,MS,60192.0,114400.0
Farmington,MS,53015.0,127100.0
Farrell,MS,43125.0,32200.0
Fayette,MS,23155.0,77100.0
Fernwood,MS,46139.0,
Flora,MS,34219.0,200900.0
Florence,MS,88750.0,196200.0
Flowood,MS,89144.0,257900.0
Forest,MS,50093.0,113700.0
Foxworth,MS,21154.0,43700.0
French Camp,MS,65313.0,305600.0
